Cruise,Platform,Layer,CastDirection,unixTimestamp,lat,lon,temperature,salinity,pHin,pH25atm,rhodamine,MLD
25720901,Glider,MLD,Up,1754719080,42.6382,-69.4648,15.6227944444444,31.9816111111111,8.0396940552348,7.89077403322001,0.0310287878787879,15.8729841561231
25720901,Glider,MLD,Down,1754715360,42.6391,-69.453,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754719080,42.6382,-69.4648,18.0193714285714,31.8225714285714,8.04258266977368,7.92799228690226,0.0216805555555556,NaN
25720901,Glider,WPT,Constant,1754723100,42.6373,-69.4766,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754722980,42.6373,-69.4721,16.5450978835979,31.9154185185185,8.05431276945252,7.91078731571246,0.0235451388888889,14.8809595937904
25720901,Glider,MLD,Up,1754722980,42.6373,-69.4721,16.5450978835979,31.9154185185185,8.05431276945252,7.91078731571246,0.0235451388888889,14.8809595937904
25720901,Glider,MLD,Down,1754719380,42.6374,-69.4634,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754722980,42.6373,-69.4721,18.3810992063492,31.748223015873,8.05470795173698,7.93636345107357,0.020046875,NaN
25720901,Glider,WPT,Constant,1754726880,42.6372,-69.4808,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754718525,42.49355,-69.57345,14.286875,31.726375,NaN,NaN,0.019875,14.8747661264579
25706901,Glider,MLD,Up,1754719680,42.4928,-69.5755,14.286875,31.726375,NaN,NaN,0.019875,14.8747661264579
25706901,Glider,Surface,Mean,1754719680,42.4928,-69.5755,18.284,31.44975,NaN,NaN,0.0135,NaN
25706901,Glider,WPT,Constant,1754724480,42.4898,-69.5837,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754727060,42.6365,-69.4787,17.4223619047619,31.8424845238095,8.06631094350129,7.9465565993923,0.0215156746031746,14.8809612184925
